complex_id	associated_monomer_id	var_0_normalized_monomer_count	var_of_interest_normalized_monomer_count
CPLX0-3881[c]	FCL-MONOMER[c]	6.1462011844855e-07	2.338082224197923e-07
ALPHA-SUBUNIT-CPLX[m]	FDNG-MONOMER[m]	4.082130003401582e-08	5.928995724522509e-09
ALPHA-SUBUNIT-CPLX[m]	FDNH-MONOMER[m]	1.8026519384998638e-06	8.405052392750001e-07
ALPHA-SUBUNIT-CPLX[m]	FDNI-MONOMER[m]	1.8376444342125464e-06	7.041147986462928e-07
FORMATEDEHYDROGO-CPLX[i]	FDOG-MONOMER[c]	2.3951239902275352e-06	1.1666327037710968e-06
FORMATEDEHYDROGO-CPLX[i]	FDOH-MONOMER[m]	4.728642123628733e-06	2.80285211301006e-06
FORMATEDEHYDROGO-CPLX[i]	FDOI-MONOMER[i]	3.5001219831400175e-06	1.7373583654831346e-06
ABC-9-CPLX[i]	FECB-MONOMER[p]	4.1992397996400194e-05	1.3994330732633944e-05
ABC-9-CPLX[i]	FECC-MONOMER[i]	3.97949278501025e-05	1.348324522959069e-05
ABC-9-CPLX[i]	FECD-MONOMER[i]	3.850183347760239e-05	1.3080140064604177e-05
ABC-9-CPLX[i]	FECE-MONOMER[i]	2.5058620889871868e-05	9.533073097583782e-06
ABC-10-CPLX[i]	FEPB-MONOMER[p]	0.00019023504109575275	0.00010666536850778621
ABC-10-CPLX[i]	FEPC-MONOMER[i]	4.025943373235433e-05	2.353618280005794e-05
ABC-10-CPLX[i]	FEPD-MONOMER[i]	4.282530776352301e-05	2.24098942703964e-05
ABC-10-CPLX[i]	FEPG-MONOMER[i]	4.058087417859508e-05	2.126808752857309e-05
ABC-11-CPLX[i]	FHUB-MONOMER[i]	8.880235842482167e-06	5.072487964044144e-06
ABC-11-CPLX[i]	FHUC-MONOMER[i]	1.958996095404785e-05	1.053523020540144e-05
ABC-11-CPLX[i]	FHUD-MONOMER[p]	1.583801078501568e-05	8.292196820683068e-06
CPLX0-7452[j]	FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN[j]	0.0006421465593254404	0.00035019088251347956
CPLX0-7452[j]	FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN[j]	0.000621223835041293	0.0003393092574119138
CPLX0-7452[j]	FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN[j]	0.00048042604190677113	0.00029548820697645366
CPLX0-7452[j]	FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN[o]	0.00044294711060855174	0.0002795313746137666
CPLX0-7452[j]	FLGH-FLAGELLAR-L-RING[j]	0.00040691650935323483	0.00026997720050543324
CPLX0-7452[j]	FLGI-FLAGELLAR-P-RING[j]	0.0003679681756816235	0.0002538142344716147
CPLX0-7452[j]	FLIF-FLAGELLAR-MS-RING[i]	0.00013907473628684022	9.222769877347677e-05
CPLX0-7452[j]	FLIG-FLAGELLAR-SWITCH-PROTEIN[i]	0.00013379411376960218	9.332218285215503e-05
CPLX0-7452[j]	FLIM-FLAGELLAR-C-RING-SWITCH[i]	0.00016328295027217331	9.247270501326792e-05
CPLX0-7452[j]	FLIN-FLAGELLAR-C-RING-SWITCH[m]	0.00016015222929075117	9.234738971829533e-05
CPLX0-7843[i]	FOCA-MONOMER[i]	1.823904489739424e-05	9.244432227068879e-06
FOLD-CPLX[c]	FOLD-MONOMER[c]	0.0002376094599120322	0.00013596570874586182
FHLMULTI-CPLX[i]	FORMATEDEHYDROGH-MONOMER[c]	8.7650360116022e-08	2.0128197735523382e-08
FORMYLTHFDEFORMYL-CPLX[c]	FORMYLTHFDEFORMYL-MONOMER[c]	0.00041248945080868524	0.00029181162665133575
CPLX-158[i]	FRUA-MONOMER[i]	1.0138899391204043e-05	7.489406829132521e-06
CPLX-158[i]	FRUB-MONOMER[i]	1.784497160508983e-05	1.2525456973243359e-05
FRUCBISALD-CLASSI[c]	FRUCBISALD-CLASSI-MONOMER[c]	8.804898975197781e-05	4.9747920786203744e-05
FRUCBISALD-CLASSII[c]	FRUCTBISALD-CLASSII-MONOMER[c]	0.0020668531121106797	0.0012032774920502057
ABC-54-CPLX[o]	FTSE-MONOMER[c]	2.030718096177176e-05	1.2993341895875632e-05
ABC-54-CPLX[o]	FTSX-MONOMER[o]	2.0940554127478118e-05	1.3794523730645673e-05
CPLX0-7633[c]	FUCPALDOL-MONOMER[c]	2.717426753305027e-06	1.0202905413879295e-06
FUMARATE-REDUCTASE[m]	FUM-FE-S[c]	8.858869316840183e-06	4.735840238043262e-06
FUMARATE-REDUCTASE[m]	FUM-FLAVO[c]	1.0532527991646591e-05	5.419253101658924e-06
FUMARATE-REDUCTASE[m]	FUM-MEMB1[m]	6.924739522989676e-06	3.988887359442745e-06
FUMARATE-REDUCTASE[m]	FUM-MEMB2[m]	8.714001912100403e-06	5.149063460798646e-06
FUMARASE-A[c]	FUMA-MONOMER[c]	9.89288611023346e-05	6.121128555486789e-05
FUMARASE-B[c]	FUMB-MONOMER[c]	5.282521601100777e-06	9.490658156320309e-07
FUMARASE-C[c]	FUMC-MONOMER[c]	4.0272272781531836e-05	2.4724804089914795e-05
CPLX0-7452[j]	G361-MONOMER[c]	0.0007036789639922975	0.000405904921811647
CPLX0-7451[j]	G370-MONOMER[i]	2.8925942768042617e-05	1.5865313574814957e-05
CPLX0-7451[j]	G377-MONOMER[c]	0.00012161142373516814	8.629323932153921e-05
CPLX0-7451[j]	G378-MONOMER[c]	0.0001137806973477098	7.931363921510666e-05
CPLX0-7666[c]	G6088-MONOMER[c]	2.318145045377925e-05	1.3136963513102976e-05
CPLX0-3933[m]	G6093-MONOMER[m]	0.0005810482128547567	0.0003204387538078729
CPLX0-921[p]	G6104-MONOMER[p]	0.00021507650151533731	0.00013680052996019936
CPLX0-7660[c]	G6106-MONOMER[c]	0.00021301563145525494	0.00012626749197028317
CPLX0-7787[c]	G6109-MONOMER[c]	7.01278397746496e-05	4.399041044406494e-05
CPLX0-7787[c]	G6110-MONOMER[c]	7.282622455150095e-05	4.43278196751349e-05
CPLX0-7940[c]	G6140-MONOMER[c]	5.2094943294317606e-06	4.91009161700741e-07
CPLX0-8110[c]	G6154-MONOMER[c]	2.1553639606291577e-06	1.4388775331495558e-06
CPLX0-7805[i]	G6155-MONOMER[i]	2.0888166370571564e-06	1.4732186407317814e-06
CPLX0-7805[i]	G6156-MONOMER[p]	2.2555455312925922e-06	1.5321784994285484e-06
CPLX0-7805[i]	G6157-MONOMER[p]	2.3754762998504754e-06	1.5001856239377094e-06
CPLX0-8542[c]	G6174-MONOMER[c]	2.002859438153025e-06	1.3498773271789675e-06
CPLX0-1021[c]	G6196-MONOMER[c]	2.392044976023819e-06	1.0477370470619943e-06
CPLX0-251[c]	G6198-MONOMER[c]	2.2867204349208784e-06	1.0094486485270433e-06
CPLX0-8234[c]	G6209-MONOMER[c]	2.3775244023035765e-05	1.0553010231573667e-05
CPLX0-7417[c]	G6212-MONOMER[c]	1.2475005444384532e-05	4.747016757694707e-06
CPLX0-7694[c]	G6261-MONOMER[c]	3.1150585555087082e-06	1.5082926773224604e-06
CPLX0-7708[c]	G6263-MONOMER[c]	5.371465881405776e-05	2.8262302691205157e-05
CPLX-171[c]	G6277-MONOMER[c]	3.6852128067017586e-07	1e-10
CPLX0-7616[c]	G6278-MONOMER[c]	2.4574254431998707e-07	1e-10
CPLX-7524[c]	G6285-MONOMER[c]	8.39005765263678e-06	5.5849613565002914e-06
CPLX0-7993[c]	G6286-MONOMER[c]	9.587569164071893e-06	6.749880704230645e-06
CPLX0-8288[i]	G6318-MONOMER[i]	1.6734587993729904e-05	7.944039247697855e-06
CPLX0-1721[m]	G6320-MONOMER[m]	0.00010923780288966533	5.914206423759396e-05
CPLX0-1721[m]	G6321-MONOMER[p]	0.00010465938619173562	5.650552460302556e-05
CPLX0-1721[m]	G6322-MONOMER[p]	0.0001074409913607157	6.382159635822952e-05
CPLX0-7981[i]	G6323-MONOMER[i]	3.089830936507095e-05	1.2205106525021232e-05
CPLX0-7827[c]	G6326-MONOMER[c]	1.6090378825983136e-05	6.317147140924e-06
CPLX0-8561[c]	G6329-MONOMER[c]	2.2568158077318262e-05	1.1820678706760796e-05
CPLX0-3939[c]	G6334-MONOMER[c]	6.679770110411291e-05	4.2148193775014206e-05
CPLX0-8280[c]	G6358-MONOMER[c]	7.523541103512002e-05	5.668533460684246e-05
ABC-13-CPLX[i]	G6359-MONOMER[p]	0.00036876926377116677	0.0001850439448680046
CPLX0-1863[c]	G6379-MONOMER[c]	0.00013456571487740717	8.975824357803675e-05
CPLX0-8249[c]	G6380-MONOMER[c]	2.1344636864706568e-05	1.460661308446295e-05
CPLX0-8249[c]	G6381-MONOMER[c]	2.659638625150881e-05	1.8022132271602208e-05
CPLX0-8249[c]	G6382-MONOMER[c]	1.6906702504501013e-05	1.1886221281799216e-05
CPLX0-7983[i]	G6417-MONOMER[i]	6.3417278277349265e-06	1.923494420307412e-06
CPLX0-7672[c]	G6420-MONOMER[c]	2.9033205583490042e-05	1.4813143803528344e-05
CPLX0-201[c]	G6428-MONOMER[c]	6.248773482956136e-06	4.7462799294555065e-06
CPLX0-8597[c]	G6444-MONOMER[c]	9.097096123335678e-06	5.7897565633559555e-06
CPLX0-10380[p]	G6487-MONOMER[p]	9.45066408365006e-05	6.322542479127478e-05
CPLX0-8244[p]	G6491-MONOMER[p]	9.617438024447122e-06	5.034721972939629e-06
CPLX0-8312[c]	G6494-MONOMER[c]	2.4378507618897125e-05	1.8125911916168636e-05
CPLX0-3921[c]	G6500-MONOMER[c]	2.9697200674297167e-05	1.3828555552148554e-05
CPLX0-7726[c]	G6501-MONOMER[c]	6.1224011476165e-05	4.430840940854946e-05
CPLX0-7994[i]	G6528-MONOMER[i]	6.547556826548194e-06	3.673318492311194e-06
CPLX0-7994[i]	G6529-MONOMER[i]	6.634778501017597e-06	3.9004277518804665e-06
CPLX0-7945[c]	G6540-MONOMER[c]	0.0001171580875420017	7.189253505522591e-05
CPLX-3945[o]	G6543-MONOMER[o]	2.5078621441990057e-05	1.9310885452503426e-05
CPLX-3945[o]	G6544-MONOMER[o]	2.7529589732007555e-05	2.069081423616248e-05
CPLX0-7758[c]	G6550-MONOMER[c]	6.166853129754058e-05	3.1672634843587155e-05
CPLX0-8616[c]	G6621-MONOMER[c]	4.332345464333794e-05	2.671143573727381e-05
CPLX0-2081[c]	G6627-MONOMER[c]	1.4827279947812675e-05	9.193422832389775e-06
CPLX0-7709[c]	G6644-MONOMER[c]	2.901857518357296e-05	1.4201470924509314e-05
CPLX0-3943[c]	G6645-MONOMER[c]	3.175296750397253e-05	1.7537565417424535e-05
CPLX0-7747[c]	G6660-MONOMER[c]	0.006739099901863634	0.004092993940830835
CPLX0-7989[c]	G6662-MONOMER[c]	2.274345891777789e-05	1.0320112261183188e-05
CPLX0-3970[i]	G6665-MONOMER[p]	1.5576279059835554e-05	8.006676098143194e-06
CPLX0-7844[c]	G6669-MONOMER[c]	3.849864230176735e-06	8.630804955608715e-07
CPLX0-7844[c]	G6670-MONOMER[c]	3.900574685293136e-06	8.4194445740893e-07
CPLX0-8090[c]	G6673-MONOMER[c]	3.372260699456338e-05	1.955249150761717e-05
CPLX0-8124[c]	G6675-MONOMER[c]	0.00011946389549389725	8.362850983261053e-05
CPLX0-11758[c]	G6680-MONOMER[c]	5.0058464561725325e-05	2.9954962829638458e-05
CPLX0-1762[c]	G6709-MONOMER[c]	5.105897324074226e-06	1.8524477291158903e-06
CPLX0-1762[c]	G6710-MONOMER[c]	5.380644050403206e-06	2.008285481881221e-06
CPLX0-1762[c]	G6711-MONOMER[c]	5.133853038453783e-06	1.8538440628593398e-06
CPLX0-1762[c]	G6713-MONOMER[c]	4.825744680088451e-06	1.7966125654953252e-06
CPLX0-7988[c]	G6714-MONOMER[c]	4.458123846107862e-06	2.010772762519522e-06
CPLX0-7988[c]	G6715-MONOMER[c]	4.210494684048525e-06	1.8255704127780326e-06
CPLX0-3941[c]	G6717-MONOMER[c]	4.744707137379697e-06	1.7236809207448689e-06
CPLX0-7731[c]	G6720-MONOMER[c]	1.805045161541476e-05	9.168050359514467e-06
CPLX0-8127[c]	G6721-MONOMER[c]	1.694136438138187e-05	8.599955575518363e-06
CPLX0-7693[c]	G6731-MONOMER[c]	0.0001353328516503384	9.826992606711766e-05
CPLX0-3641[c]	G6755-MONOMER[c]	6.487592891393447e-06	4.804157937175223e-06
CPLX0-7962[c]	G6759-MONOMER[c]	5.286737774965895e-05	3.61853365554887e-05
CPLX0-7927[c]	G6760-MONOMER[c]	1.6769311741331447e-05	9.844970820955154e-06
CPLX0-9372[o]	G6762-MONOMER[o]	1.2671880647013286e-05	9.4009457309896e-06
CPLX0-236[c]	G6770-MONOMER[c]	7.623484472398651e-06	1.9542449550797282e-06
CPLX0-8199[i]	G6783-MONOMER[i]	1.645202530709194e-05	1.1613852997937736e-05
CPLX0-7823[i]	G6784-MONOMER[i]	1.8957037313166362e-05	1.2194527784490252e-05
CPLX0-8043[c]	G6799-MONOMER[c]	9.218023583454988e-06	3.161682639637763e-06
CPLX0-7820[c]	G6804-MONOMER[c]	4.961368272627677e-06	3.020750379438456e-06
CPLX0-7695[i]	G6810-MONOMER[i]	1.740819136103113e-05	9.821665883876148e-06
CPLX0-7687[c]	G6811-MONOMER[c]	1.1620859668385813e-05	8.429472884459301e-06
CPLX0-10428[c]	G6812-MONOMER[c]	8.804355771013722e-06	5.344168801917088e-06
CPLX0-8613[c]	G6851-MONOMER[c]	9.442382741714463e-06	4.062175722907835e-06
CPLX0-8571[c]	G6862-MONOMER[c]	9.816325947786091e-06	7.1239208122448436e-06
CPLX0-8281[i]	G6865-MONOMER[i]	0.00017094464985780943	0.00012014372955451189
CPLX0-10852[i]	G6873-MONOMER[c]	1.7181704446835883e-05	1.3456944898191442e-05
CPLX0-8563[c]	G6882-MONOMER[c]	0.00016385821753420692	8.04810341340608e-05
CPLX0-3923[c]	G6895-MONOMER[c]	0.00114428096225714	0.0007019385722832999
CPLX0-246[c]	G6906-MONOMER[c]	9.868740642331584e-05	6.93016300010831e-05
CPLX0-1341[c]	G6907-MONOMER[c]	0.00010556265795466343	7.176210032588597e-05
CPLX0-1341[c]	G6908-MONOMER[c]	0.00021802677097567844	0.000145352584640699
CPLX0-1341[c]	G6909-MONOMER[c]	0.00013017624237127748	8.310650513398508e-05
CPLX0-8128[c]	G6912-MONOMER[c]	0.00018313152386555654	0.00011926904686850063
CPLX0-9749[c]	G6913-MONOMER[c]	0.00021942954804808734	0.00013902886316494856
CPLX0-7923[p]	G6939-MONOMER[p]	1.7593636990408577e-05	9.760257082402204e-06
ABC-48-CPLX[i]	G6949-MONOMER[p]	8.665965414210794e-06	5.787130884042531e-06
CPLX0-8232[c]	G6988-MONOMER[c]	2.5869374288130517e-06	5.156578017713059e-07
CPLX0-8232[c]	G6989-MONOMER[c]	1.7108789295136991e-06	2.4246627244742033e-07
CPLX0-8217[c]	G7005-MONOMER[c]	0.00030905590838077823	0.00019033959747526193
CPLX0-8551[i]	G7007-MONOMER[i]	1.035220212951559e-05	6.478147236177629e-06
CPLX0-8010[c]	G7020-MONOMER[c]	3.7422226471012586e-05	2.264829246056833e-05
CPLX0-8190[c]	G7021-MONOMER[c]	2.273232031451752e-05	1.4021753197912196e-05
CPLX0-7451[j]	G7028-MONOMER[i]	4.778620480991483e-05	2.2822930365528696e-05
CPLX0-8586[c]	G7031-MONOMER[c]	1.4917407594233482e-05	8.575141895174242e-06
CPLX0-8152[i]	G7037-MONOMER[i]	6.221247769013942e-05	3.9344095349232695e-05
CPLX0-8152[i]	G7039-MONOMER[p]	0.0011318550203429211	0.0006395544916583147
CPLX0-861[c]	G7055-MONOMER[c]	3.44023519624037e-05	1.733896566736671e-05
CPLX0-8213[i]	G7059-MONOMER[p]	4.581434280080609e-06	3.55828305974573e-06
MONOMER-2720[c]	G7071-MONOMER[c]	3.428989396025147e-05	2.2458967384510995e-05
CPLX0-7529[o]	G7105-MONOMER[i]	9.791039336839724e-07	2.6362375265164725e-07
CPLX0-11559[c]	G7133-MONOMER[c]	8.13368060958787e-06	4.579743229605586e-06
CPLX0-7718[c]	G7168-MONOMER[c]	3.5083787697051648e-06	2.577310072587093e-06
CPLX0-3601[c]	G7175-MONOMER[c]	2.996614126277899e-05	1.623502303213518e-05
CPLX0-7888[c]	G7184-MONOMER[c]	9.573049848298508e-05	4.321424434744466e-05
CPLX0-7625[c]	G7185-MONOMER[c]	3.7601224069348967e-05	2.2378414706704105e-05
CPLX0-8574[c]	G7188-MONOMER[c]	0.00039430235908877555	0.00022995292608415067
CPLX0-8248[c]	G7192-MONOMER[c]	9.688053902393833e-05	4.991847885152602e-05
CPLX0-8573[c]	G7193-MONOMER[c]	3.085929240351578e-05	1.6330080948387548e-05
CPLX0-1668[c]	G7212-MONOMER[c]	2.2529073414332628e-06	6.055514273495479e-07
CPLX0-1668[c]	G7213-MONOMER[c]	8.538025340058712e-06	1.7494659907302023e-06
CPLX0-2161[i]	G7233-MONOMER[i]	1.3630353284365614e-06	5.915997838904715e-07
CPLX0-8032[c]	G7234-MONOMER[c]	1.162022547792562e-06	4.1398013134565165e-07
CPLX0-7878[c]	G7236-MONOMER[c]	1.0154247077207473e-06	4.264054890039833e-07
CPLX0-1142[c]	G7237-MONOMER[c]	1.2787921299225702e-06	4.371180796793653e-07
CPLX0-7887[c]	G7242-MONOMER[c]	5.918095222301441e-05	3.142405167857961e-05
CPLX0-8309[c]	G7244-MONOMER[c]	9.187311740006835e-06	3.696308294464736e-06
CPLX0-8119[i]	G7246-MONOMER[m]	3.701821117760037e-07	8.555121752166758e-08
CPLX0-8290[c]	G7248-MONOMER[c]	5.544850742266908e-07	1.5783570147281221e-07
CPLX0-7745[c]	G7262-MONOMER[c]	3.5361730424730484e-06	2.761904896846705e-06
CPLX0-7801[c]	G7271-MONOMER[c]	2.722776700527317e-05	1.8887320650963972e-05
CPLX0-7613[c]	G7286-MONOMER[c]	3.532895829190517e-07	2.3276145908718452e-07
CPLX0-7835[c]	G7287-MONOMER[c]	1.680750020551922e-06	1.0705449174217785e-06
CPLX0-7912[c]	G7288-MONOMER[c]	1.923447923672288e-06	1.3930421735046225e-06
CPLX0-10342[c]	G7313-MONOMER[c]	1.1663423544934935e-05	6.779843081756817e-06
CPLX0-8200[m]	G7314-MONOMER[m]	3.2283788668505825e-06	1.312632442903578e-06
CPLX0-3933[m]	G7320-MONOMER[m]	6.931035603015577e-05	4.47634082941922e-05
CPLX0-248[c]	G7325-MONOMER[c]	0.000535399336721937	0.00030714299481202783
CPLX0-7420[c]	G7327-MONOMER[c]	0.00012845380861362723	7.257506360430081e-05
ABC-60-CPLX[i]	G7342-MONOMER[p]	1.0936461845901366e-06	3.0062627649171316e-07
CPLX0-8275[m]	G7345-MONOMER[m]	3.4608140343879443e-06	2.0182482497406736e-06
CPLX0-10853[i]	G7347-MONOMER[i]	2.1909838620974625e-05	1.0386738635384485e-05
CPLX0-7648[i]	G7348-MONOMER[i]	3.0504459394657767e-05	1.562677373946804e-05
CPLX0-8189[i]	G7350-MONOMER[i]	1.7361858211329508e-06	1.233308460508966e-06
CPLX0-3933[m]	G7352-MONOMER[m]	0.0006886000985639537	0.0003757769147528943
CPLX0-7909[c]	G7365-MONOMER[c]	6.277398945620835e-05	3.100733272884307e-05
CPLX0-7909[c]	G7366-MONOMER[c]	1.2445722418273482e-05	6.686028805108827e-06
CPLX0-8201[c]	G7394-MONOMER[c]	1.4438412462113991e-05	9.668900196006946e-06
CPLX0-8219[i]	G7398-MONOMER[i]	1.8107950402962497e-05	7.895220192568556e-06
CPLX0-8791[i]	G7399-MONOMER[i]	1.4782040162315088e-06	4.743941526543603e-07
CPLX0-7684[i]	G7406-MONOMER[i]	1.2411201683794948e-05	8.0648705388165e-06
CPLXECOLI-7943[c]	G7409-MONOMER[c]	3.6068442165519166e-05	2.2336211503658253e-05
CPLX0-1[c]	G7413-MONOMER[c]	3.2805365076223623e-06	1.4948238054045672e-06
CPLX0-234[c]	G7423-MONOMER[c]	1.9438953877748272e-05	1.0336343262331983e-05
CPLX0-7934[i]	G7424-MONOMER[i]	9.693335498788304e-06	4.68479445283113e-06
CPLX0-7914[c]	G7425-MONOMER[c]	5.702151200327653e-06	2.1761749806405004e-06
CPLX0-7725[c]	G7426-MONOMER[c]	1.0038926613153338e-06	1.8793257787154306e-07
CPLX0-7725[c]	G7427-MONOMER[c]	5.304971825020774e-06	2.0765732929148856e-06
CPLX0-7725[c]	G7428-MONOMER[c]	4.794790188632358e-06	1.016241238004468e-06
CPLX0-7725[c]	G7429-MONOMER[c]	4.405044917938826e-06	1.0110015744966744e-06
CPLX0-7725[c]	G7430-MONOMER[c]	4.762672729128382e-06	1.2375539914360427e-06
CPLX0-8123[c]	G7431-MONOMER[c]	7.76932324208026e-05	4.257385925495358e-05
CPLX0-3501[c]	G7452-MONOMER[c]	7.73943891545869e-05	4.382349623532127e-05
CPLX0-7838[c]	G7454-MONOMER[c]	1.725732350388989e-05	8.857170158676014e-06
CPLX0-7839[c]	G7455-MONOMER[c]	3.84620421713726e-05	2.1405579962773464e-05
CPLX0-8176[c]	G7456-MONOMER[c]	3.0483757967314513e-05	1.8209741983476706e-05
CPLX-8401[c]	G7463-MONOMER[c]	3.887260000290447e-06	2.0266840819275906e-06
CPLX0-7933[c]	G7489-MONOMER[c]	1.0216059387477052e-06	4.3033913522227925e-07
CPLX0-1401[c]	G7490-MONOMER[c]	3.063502217159224e-06	3.898545480054951e-07
CPLX0-255[c]	G7492-MONOMER[c]	1.1410475449193023e-06	1.9059789278831133e-07
CPLX0-7826[c]	G7530-MONOMER[c]	8.04429995283056e-05	3.791628771167185e-05
CPLX0-8291[c]	G7531-MONOMER[c]	2.100487507246293e-05	1.0762388198207313e-05
CPLX0-7917[c]	G7553-MONOMER[c]	0.00012081601609775716	7.109177818743084e-05
CPLX0-7667[c]	G7564-MONOMER[c]	7.51239932288434e-05	4.076698949287982e-05
CPLX0-7822[c]	G7571-MONOMER[c]	8.391544473177095e-06	3.4258639513232886e-06
CPLX0-7822[c]	G7572-MONOMER[c]	3.3389575518364357e-06	2.060055747768522e-06
CPLX0-8301[c]	G7582-MONOMER[c]	0.0013306457605958021	0.0007092392016780739
CPLX0-3661[c]	G7590-MONOMER[c]	3.8282114590893805e-05	1.664823780913046e-05
CPLX0-8159[c]	G7596-MONOMER[c]	8.805239068204756e-05	4.1270287633428146e-05
CPLX0-8269[c]	G7597-MONOMER[c]	4.13524781676414e-06	1.4852495939734177e-06
CPLX0-8230[c]	G7601-MONOMER[c]	1.142432088624744e-05	7.878851443188246e-06
CPLX0-8230[c]	G7602-MONOMER[c]	1.1262607353492679e-05	7.809093224463316e-06
CPLX0-7984[c]	G7616-MONOMER[c]	3.052788697255183e-05	1.2452913883777568e-05
CPLX0-7987[c]	G7626-MONOMER[c]	4.340542216838802e-06	9.046196428563007e-07
CPLX0-7624[c]	G7629-MONOMER[c]	2.705260538014834e-05	1.3556502403212538e-05
CPLX0-8231[c]	G7641-MONOMER[c]	5.1575004536299064e-05	3.3125353613669845e-05
CPLX0-8308[c]	G7652-MONOMER[c]	1.515680991785599e-06	4.851476781048493e-07
CPLX0-8308[c]	G7653-MONOMER[c]	1.4700197338615498e-06	2.4787292412868816e-07
CPLX0-8239[c]	G7657-MONOMER[c]	0.0005001543192655338	0.00027268085708592103
ABC-45-CPLX[i]	G7658-MONOMER[c]	4.867869084470581e-05	2.2414598533040668e-05
CPLX0-1262[c]	G7662-MONOMER[c]	2.441776238593836e-05	1.3541710620769492e-05
KDO-8PPHOSPHAT-CPLX[c]	G7663-MONOMER[c]	9.158711900035752e-05	5.107031981965852e-05
CPLX0-7992[o]	G7664-MONOMER[m]	4.037714586118351e-05	2.277429454107901e-05
CPLX0-8593[c]	G7678-MONOMER[c]	3.883967921413133e-05	2.3701338758226937e-05
CPLX0-8187[p]	G7682-MONOMER[p]	3.6586794539554584e-05	1.8004226839902045e-05
CPLX0-4[i]	G7685-MONOMER[i]	4.797571451785087e-06	2.448450348560865e-06
CPLX0-4[i]	G7686-MONOMER[m]	2.5100951795809712e-05	1.1530095705977533e-05
CPLX0-8539[c]	G7689-MONOMER[c]	7.422032123616637e-05	4.05466734921016e-05
CPLX0-8562[c]	G7696-MONOMER[c]	0.00020161168074616723	0.00010135956406257871
CPLX0-3382[i]	G7703-MONOMER[m]	1.3064549269788589e-06	8.241182957718132e-07
CPLX0-3382[i]	G7705-MONOMER[i]	1.1421322088340312e-06	7.483439516979128e-07
CPLX0-3382[i]	G7710-MONOMER[i]	1.110376303904572e-06	7.465733561323804e-07
CPLX0-3382[i]	G7711-MONOMER[i]	9.247585973379929e-07	7.217694235792162e-07
CPLX-3942[c]	G7712-MONOMER[c]	1.8178327884131543e-05	1.0121732781352064e-05
CPLX-3942[c]	G7713-MONOMER[c]	2.2418472514341627e-05	1.1840446351367668e-05
CPLX-3942[c]	G7714-MONOMER[c]	2.4387043782459665e-05	1.3765947292631115e-05
CPLX0-10157[p]	G7716-MONOMER[p]	0.000698763086225753	0.0003744362549797011
CPLX0-821[c]	G7723-MONOMER[c]	3.3819603199270968e-06	8.396560032295902e-07
CPLX0-3861[c]	G7724-MONOMER[c]	3.253592952962346e-06	1.173709887916625e-06
CPLX0-8576[c]	G7727-MONOMER[c]	2.4945186506838198e-05	1.3012712535435006e-05
CPLX0-1221[c]	G7740-MONOMER[c]	6.024910935140822e-05	2.9639898838266266e-05
CPLX0-7682[c]	G7748-MONOMER[c]	0.0019258896078010789	0.0010041648433327434
TATABCE-CPLX[i]	G7808-MONOMER[i]	3.938218520022306e-05	1.935227190708933e-05
CPLX0-8155[p]	G7816-MONOMER[p]	1.0630970427835752e-05	5.0734151706949306e-06
CPLX0-7985[i]	G7840-MONOMER[i]	1.6650476269780445e-05	1.250407337796904e-05
CPLX0-1821[c]	G7842-MONOMER[c]	0.00018642669807519838	8.640071479241387e-05
CPLX0-1121[c]	G7845-MONOMER[c]	5.78537789039139e-05	3.09083496212816e-05
CPLX0-8214[c]	G7853-MONOMER[c]	1.554159204887056e-05	7.733696391570454e-06
CPLX0-7848[c]	G7855-MONOMER[c]	1.1588391268671829e-06	1.3184214148517895e-08
CPLX0-7744[c]	G7858-MONOMER[c]	5.989208185062951e-06	3.840942888267465e-06
CPLX0-3924[c]	G7865-MONOMER[c]	0.0005548705245369319	0.0002626538254264254
CPLX0-7976[i]	G7874-MONOMER[i]	1.6659957895114155e-05	6.594597199182603e-06
CPLX0-7976[i]	G7875-MONOMER[i]	7.041535206943483e-06	2.7084933375793755e-06
CPLX0-1881[c]	G7877-MONOMER[c]	0.003443190515959426	0.0018616291833866835
CPLX0-8154[c]	G7880-MONOMER[c]	6.30089535444868e-06	4.7212056971263684e-06
CPLX0-8096[c]	G7885-MONOMER[c]	0.0010030290990566283	0.0005132915881206202
CPLX0-7992[o]	G7888-MONOMER[m]	1.7952246026913218e-05	8.532997821026372e-06
CPLX0-7992[o]	G7889-MONOMER[m]	1.2229787290422924e-05	6.139909548662756e-06
CPLX0-8544[c]	G7901-MONOMER[c]	1.1734771616223964e-05	6.87258655381866e-06
CPLX0-7970[c]	G7924-MONOMER[c]	3.547425704042798e-06	2.4865041839783483e-06
CPLX0-8618[c]	G7940-MONOMER[c]	5.7166181992643e-07	9.364657550145322e-08
CPLX0-7916[c]	G7948-MONOMER[c]	1.1566357723199994e-05	2.2029834222907827e-06
CPLX-169[i]	G8210-MONOMER[m]	1.2809994521243662e-05	8.163498238271468e-06
GABATRANSAM-CPLX[c]	GABATRANSAM-MONOMER[c]	2.2235205887896165e-05	9.362356492707224e-06
