# Generated from the following BioVelo query on EcoCyc, 11:22am, November 4, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, (regulators-of-site x), Evidence) : x<-ECOLI^^DNA-Binding-Sites, !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Site", "Frame ID", "Regulators",  "Evidence")), 2)
NhaR-Na+ DNA-binding-site 63 bases upstream of pgaAp	BS0-7292	DNA-binding transcriptional activator NhaR,NhaR-Na<SUP>+</SUP> DNA-binding transcriptional activator,Na<SUP>+</SUP>	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS-EMSA,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ArgP DNA-binding-site 163.5 bases upstream of nrdAp	BS0-941	DNA-binding transcriptional dual regulator ArgP,DNA-binding transcriptional dual regulator ArgP,ArgP-L-arginine  DNA-binding transcriptional dual regulator,ArgP-L-lysine,L-lysine,L-arginine	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-IC,EV-IC,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 42.5 bases upstream of ptsHp1	BS00758	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Nac DNA-binding-site (BS0-9855)	BS0-9855	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
H-NS DNA-binding-site 40 bases upstream of hnsp	BS00416	DNA-binding transcriptional dual regulator H-NS	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 94.5 bases upstream of ptsGp1	BS0-3721	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Mlc DNA-binding-site 79 bases upstream of manXp	BS00650	DNA-binding transcriptional repressor Mlc,Mlc-PtsG	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Fnr DNA-binding-site 41.5 bases upstream of nirBp	BS00148	DNA-binding transcriptional dual regulator FNR,DNA-binding transcriptional dual regulator FNR	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CpxR-phosphorylated DNA-binding-site (BS0-10715)	BS0-10715	CpxR-phosphorylated,DNA-binding transcriptional dual regulator CpxR-phosphorylated	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-QRTPCR
XylR-xylose DNA-binding-site 62.5 bases upstream of xylAp	BS270	DNA-binding transcriptional dual regulator XylR,DNA-binding transcriptional dual regulator XylR-&alpha;-D-xylopyranose,&alpha;-D-xylopyranose	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10331)	BS0-10331	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
BetI DNA-binding-site 30 bases upstream of betTp	BS00304	DNA-binding transcriptional repressor BetI,BetI-choline,choline	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-GSELEX,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Fis DNA-binding-site 31 bases downstream of crpp1	BS0-7317	DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator Fis	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Mlc DNA-binding-site 12 bases downstream of malTp	BS756	DNA-binding transcriptional repressor Mlc,Mlc-PtsG	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ArgP DNA-binding-site regulating asd	BS0-8144	DNA-binding transcriptional dual regulator ArgP,DNA-binding transcriptional dual regulator ArgP,ArgP-L-arginine  DNA-binding transcriptional dual regulator,ArgP-L-lysine,L-lysine,L-arginine	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
FadR DNA-binding-site 38 bases upstream of fabAp	BS00270	DNA-binding transcriptional dual regulator FadR,FadR-an acyl-CoA,an acyl-CoA	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Nac DNA-binding-site regulating yfbV	BS0-8815	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
SoxS DNA-binding-site 50.5 bases upstream of ydbKp	BS0-8390	DNA-binding transcriptional dual regulator SoxS	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
DcuR-P DNA-binding-site 161 bases upstream of aspAp	BS0-8987	DcuR,DNA-binding transcriptional activator DcuR-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
H-NS DNA-binding-site 83 bases upstream of rrsBp	BS0-1164	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS
CueR-Cu DNA-binding-site (BS0-10778)	BS0-10778	DNA-binding transcriptional dual regulator CueR,CueR-Cu<sup>+</sup>,DNA-binding transcriptional dual regulator CueR-Cu<sup>+</sup>,CueR-Cu<SUP>+</SUP>,Cu<SUP>+</SUP>	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-QRTPCR
NhaR-Na+ DNA-binding-site 34 bases upstream of nhaAp1	BS0-7908	DNA-binding transcriptional activator NhaR,NhaR-Na<SUP>+</SUP> DNA-binding transcriptional activator,Na<SUP>+</SUP>	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS-EMSA,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
DNA-binding transcriptional dual regulator Fur DNA-binding-site (BS0-10890)	BS0-10890	DNA-binding transcriptional dual regulator Fur,[2Fe-2S] cluster DNA-binding transcriptional dual regulator,Fe<sup>2+</sup>	EV-EXP-CHIP-EXO-MANUAL,EV-EXP-IEP-RNA-SEQ
AraC DNA-binding-site 128 bases downstream of araCp	BS00006	DNA-binding transcriptional dual regulator AraC,DNA-binding transcriptional dual regulator AraC,AraC-D-fucose,AraC-&alpha;-L-arabinopyranose DNA-binding transcriptional activator,D-fucose,&alpha;-L-arabinopyranose	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 92.5 bases upstream of manXp	BS00721	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
IHF DNA-binding-site regulating ulaAp	BS0-4101	integration host factor subunit &alpha;,integration host factor subunit &beta;,DNA-binding transcriptional dual regulator IHF	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-AS-NAS
DNA-binding transcriptional dual regulator CysB DNA-binding-site 55 bases upstream of cysJp	BS00224	DNA-binding transcriptional dual regulator CysB,DNA-binding transcriptional dual regulator CysB,CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator,<i>O</i>-acetyl-L-serine	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
GlaR DNA-binding-site (BS0-9653)	BS0-9653	DNA-binding transcriptional repressor GlaR,GlaR-glutarate,glutarate	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
Mlc DNA-binding-site 35 bases upstream of ptsGp2	BS0-1064	DNA-binding transcriptional repressor Mlc,Mlc-PtsG	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
GlaR DNA-binding-site (BS0-9644)	BS0-9644	DNA-binding transcriptional repressor GlaR,GlaR-glutarate,glutarate	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
PhoP-Pasp51 DNA-binding-site 199.5 bases upstream of iraMp1	BS0-7914	DNA-binding transcriptional dual regulator PhoP,DNA-binding transcriptional dual regulator PhoP-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 13 bases upstream of sdhDp	BS00798	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS
Fnr DNA-binding-site 40.5 bases upstream of grcAp1	BS0-1065	DNA-binding transcriptional dual regulator FNR,DNA-binding transcriptional dual regulator FNR	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
PhoP-Pasp51 DNA-binding-site 31 bases upstream of nagAp	BS0-6524	DNA-binding transcriptional dual regulator PhoP,DNA-binding transcriptional dual regulator PhoP-phosphorylated	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 62.5 bases upstream of gadAp2	BS0-6622	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 89.5 bases upstream of uidAp	BS0-3944	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
NsrR DNA-binding-site 20 bases downstream of hmpp	BS0-7765	DNA-binding transcriptional regulator NsrR,NsrR-nitric oxide,DNA-binding transcriptional dual regulator NsrR	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ArcA-Pasp54 DNA-binding-site 5 bases upstream of aldAp	BS43	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-CHIP-CHIP,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-MICROARRAY
NtrC phosphorylated dimer DNA-binding-site 3 bases downstream of glnLp	BS00079	NtrC phosphorylated dimer,DNA-binding transcriptional dual regulator NtrC,DNA-binding transcriptional dual regulator NtrC,DNA-binding transcriptional dual regulator NtrC-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-HTP-HDA-3D-SEQ
Nac DNA-binding-site (BS0-9891)	BS0-9891	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
BaeR-Pasp61 DNA-binding-site 86.5 bases upstream of spyp	BS-7046	DNA-binding transcriptional activator BaeR,DNA-binding transcriptional activator BaeR-phosphorylated	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10409)	BS0-10409	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
ArcA-Pasp54 DNA-binding-site 97 bases upstream of rutAp	BS0-7045	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
UvrY-Pasp54 DNA-binding-site regulating uhpTp	BS0-8499	DNA-binding transcriptional activator UvrY,DNA-binding transcriptional activator UvrY-phosphorylated	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
XylR-xylose DNA-binding-site 61.5 bases upstream of xylFp	BS272	DNA-binding transcriptional dual regulator XylR,DNA-binding transcriptional dual regulator XylR-&alpha;-D-xylopyranose,&alpha;-D-xylopyranose	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
YgfI DNA-binding-site (BS0-10659)	BS0-10659	DNA-binding transcriptional activator YgfI	EV-EXP-GSELEX,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-PATTERN-DISCOVERY,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site 143 bases downstream of ompCp3	BS340	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
QseB-Pasp51 DNA-binding-site 6 bases downstream of qseBp2	BS-7048	DNA-binding transcriptional activator QseB,Phosphorylated DNA-binding transcriptional activator QseB	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Ada DNA-binding-site 53.5 bases upstream of aidBp2	BS00277	DNA-binding transcriptional dual regulator / DNA repair protein Ada	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10232)	BS0-10232	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
LexA DNA-binding-site 8.5 bases upstream of symEp	BS0-7356	DNA-binding transcriptional repressor LexA,DNA-binding transcriptional repressor LexA	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-AINF-SIMILAR-TO-CONSENSUS
YeiE DNA-binding-site (BS0-10605)	BS0-10605	DNA-binding transcriptional dual regulator YeiE	EV-EXP-CHIP-EXO,EV-EXP-IEP-RNA-SEQ
DNA-binding transcriptional dual regulator Fur DNA-binding-site 83 bases upstream of ftnAp	BS0-7826	DNA-binding transcriptional dual regulator Fur,[2Fe-2S] cluster DNA-binding transcriptional dual regulator,Fe<sup>2+</sup>	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-CHIP-EXO-MANUAL,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Lrp DNA-binding-site (BS0-10192)	BS0-10192	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
ArcA-Pasp54 DNA-binding-site 114 bases upstream of focAp1	BS00569	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-CHIP-CHIP,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-MICROARRAY
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 62.5 bases upstream of modAp2	BS-7098	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ArcA-Pasp54 DNA-binding-site 91 bases upstream of caiTp	BS0-3425	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
ExuR DNA-binding-site 146.5 bases upstream of uxaBp	BS0-7974	DNA-binding transcriptional repressor ExuR,ExuR-&alpha;-D-glucuronate,ExuR-&alpha;-D-galacturonate, &alpha;-D-glucuronate-DNA-binding transcriptional repressor,&alpha;-D-glucuronate,&alpha;-D-galacturonate	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
IHF DNA-binding-site 125 bases upstream of narGp	BS00143	integration host factor subunit &alpha;,integration host factor subunit &beta;,DNA-binding transcriptional dual regulator IHF	EV-EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
MalT-maltotriose-ATP DNA-binding-site 37.5 bases upstream of malPp	BS00122	DNA-binding transcriptional activator MalT,DNA-binding transcriptional activator MalT-maltotriose-ATP,maltotriose	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-COMP-AINF-SIMILAR-TO-CONSENSUS
Nac DNA-binding-site (BS0-9949)	BS0-9949	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Nac DNA-binding-site (BS0-8884)	BS0-8884	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 61.5 bases upstream of secBp	BS0-8477	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CytR DNA-binding-site 87 bases upstream of udpP	BS0-7796	DNA-binding transcriptional repressor CytR,DNA-binding transcriptional repressor CytR,CytR-cytidine,cytidine	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 131.5 bases upstream of glpTQp	BS00090	DNA-binding transcriptional dual regulator CRP,DNA-binding transcriptional  repressor CRP-Sxy,DNA-binding transcriptional dual regulator CRP,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,cyclic-AMP	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Nac DNA-binding-site (BS0-9830)	BS0-9830	DNA-binding transcriptional dual regulator Nac	EV-EXP-CHIP-SEQ,EV-COMP-AINF-PATTERN-DISCOVERY,EV-EXP-IEP-RNA-SEQ
ArcA-Pasp54 DNA-binding-site 5 bases downstream of focAp2	BS00571	DNA-binding transcriptional dual regulator ArcA,DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Lrp DNA-binding-site (BS0-10319)	BS0-10319	DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Lrp-L-leucine,L-leucine	EV-EXP-CHIP-SEQ,EV-EXP-IEP-RNA-SEQ
FlhDC DNA-binding-site 60.5 bases upstream of gltIp1	BS-7074	DNA-binding transcriptional dual regulator FlhD,DNA-binding transcriptional dual regulator FlhC,FlhDC DNA-binding transcriptional dual regulator	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
XylR-xylose DNA-binding-site 44 bases upstream of xylEp	BS0-8779	DNA-binding transcriptional dual regulator XylR,DNA-binding transcriptional dual regulator XylR-&alpha;-D-xylopyranose,&alpha;-D-xylopyranose	EV-COMP-AINF-SIMILAR-TO-CONSENSUS,EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IMP-SITE-MUTATION,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
OmpR-P DNA-binding-site regulating yobB-exoX	BS0-10635	OmpR-Phosphorylated,DNA-binding transcriptional dual regulator OmpR-phosphorylated	EV-EXP-CHIP-EXO-MANUAL,EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
PhoP-Pasp51 DNA-binding-site 85 bases upstream of gadEp1	BS0-7874	DNA-binding transcriptional dual regulator PhoP,DNA-binding transcriptional dual regulator PhoP-phosphorylated	EV-COMP-HINF-SIMILAR-TO-CONSENSUS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
NarP-Pasp59 DNA-binding-site regulating ydePp	BS0-8497	DNA-binding transcriptional dual regulator NarP,DNA-binding transcriptional dual regulator NarP-phosphorylated	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
