Rank,gene_callers_id,DSS3_ac_mean_abund,DSS3_glc_mean_abund,DSS3_late_mean_abund,DSS3_early_mean_abund,DSS3_ac_v_DSS3_glc_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_late_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_early_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_late_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_early_FOLD_CHANGE_rna,DSS3_late_v_DSS3_early_FOLD_CHANGE_rna,ANOVA p-value,BH_crit,BH_valid,DSS3_ac_v_DSS3_glc_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_late_v_DSS3_early_Tukey_HSD_adjusted_p,SPO_ID (ACCESSION),KOfam (ACCESSION),KEGG_Module,COG20_FUNCTION,n_matches,frame_id,n_reactions,reaction_ids
1544,3020,27707443.3233342,24509891.3618327,22876099.7318914,54778194.1167244,0.17566283345825,0.27606327773703,-0.938784520024807,0.100400444278779,-1.11444735348305,-1.21484779776183,0.0145980192839474,0.0177798249654537,True,,,,,,,SPO3023,,,Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase (HisC) (PDB:4R2N),1,SPO_RS15325,0.0,
1545,2254,23599047.0860033,9240957.7823787,11677555.69679,23474317.1435464,1.33826000493468,0.999176008304285,0.0385542211417231,-0.3390839966304,-1.29970578379296,-0.960621787162562,0.0146487851053156,0.0177913403961308,True,,,,,,,SPO2250,,,Phage large terminase packaging protein,1,SPO_RS11415,0.0,
1546,1398,12808146.995846,7429864.49817911,10347231.8529999,22100130.6177156,0.776495434101473,0.296356783505469,-0.739308765970736,-0.480138650596003,-1.51580420007221,-1.0356655494762,0.0146570491943171,0.0178028558268079,True,,,,,,,SPO1395,,,AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0),1,SPO_RS07120,0.0,
1547,1752,186050507.52828,156796006.172994,145683040.407908,366416498.464735,0.247624709068176,0.351564061709328,-0.917115799089625,0.103939352641152,-1.1647405081578,-1.26867986079895,0.0146676549302577,0.017814371257485,True,,,,,,,SPO1750,K03086,,"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) (RpoD) (PDB:1SIG)",1,SPO_RS08905,0.0,
1548,880,75090486.3597045,124722892.410941,87069445.7216247,217992205.450725,-0.746153785175057,-0.230286113421893,-1.49582407582958,0.515867671753163,-0.749670290654528,-1.26553796240769,0.0146689725208425,0.0178258866881621,True,,,0.0129,,,,SPO0880,,,"Acyl-CoA thioesterase PaaI, contains HGG motif (PaaI) (PDB:1PSU)",1,SPO_RS04440,0.0,
1549,259,23194588.1345974,32858900.0341058,24322184.1644182,64375634.8392387,-0.511586022756024,-0.0752917768410803,-1.41544354554243,0.436294245914943,-0.903857522786406,-1.34015176870135,0.0146698664604011,0.0178374021188392,True,,,,,,,SPO0261,K15270,,Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20),1,SPO_RS01330,0.0,
1550,1189,6497965.53742954,12542855.6182469,6715280.97429893,16637198.8631459,-0.960616318373606,-0.045188496366979,-1.31892909443542,0.915427822006627,-0.358312776061822,-1.27374059806845,0.0146806476869463,0.0178489175495163,True,,,,,,,SPO1189,,,Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20),1,SPO_RS06025,0.0,
1551,3565,167004448.950985,130914218.522465,124828224.839004,387463192.322232,0.354205908741526,0.418741548474944,-1.13761667161239,0.0645356397334175,-1.49182258035392,-1.55635822008734,0.0146835804503308,0.0178604329801934,True,,,,,,,SPO3566,K09987,,"Uncharacterized conserved protein, DUF1013 family",1,SPO_RS18065,0.0,
1552,853,14274532.9983903,12949061.4792286,17751950.2161418,38585585.5692486,0.149535258955669,-0.314321514993473,-1.36362757250898,-0.463856773949142,-1.51316283146465,-1.04930605751551,0.0146853206878684,0.0178719484108705,True,,,,,,,SPO0854,,,Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7),1,SPO_RS04305,0.0,
1553,3571,7365788.82987284,11730750.8374563,9759089.46751146,18676118.3275645,-0.688609327270445,-0.418711127991397,-1.31746128188715,0.269898199279047,-0.62885195461671,-0.898750153895758,0.0146908890153403,0.0178834638415476,True,,,,,,,SPO3572,K08281,,Nicotinamidase-related amidase (PncA) (PDB:1ILW),1,SPO_RS18095,0.0,
1554,2658,2706692.91020963,4321295.99695305,3464029.69469464,6822663.90198307,-0.668532048123083,-0.354245433341173,-1.29011603175241,0.314286614781909,-0.621583983629332,-0.935870598411241,0.0147006675142136,0.0178949792722247,True,,,,,,,SPO2662,K01779,,Amino acid racemase YgeA (RacX) (PDB:5ELL),1,SPO_RS13505,7.0,"ALARACECAT-RXN, GLUTRACE-RXN, ORNITHINE-RACEMASE-RXN, AMINO-ACID-RACEMASE-RXN, RXN-20895, RXN-20896, RXN1G01-46"
1555,4083,1975463.99889704,4506102.84305522,4190054.79418631,5456100.70204298,-1.19831436072997,-1.08818582879487,-1.44295306008692,0.110128531935099,-0.244638699356954,-0.354767231292054,0.0147129086536621,0.0179064947029018,True,,,,,,,SPOA0185,,,"Heme/copper-type cytochrome/quinol oxidase, subunit 2 (CyoA) (PDB:1CYW)",1,SPO_RS20760,2.0,"CYTOCHROME-C-OXIDASE-RXN, RXN-21237"
1556,2355,16603493.1787862,13833282.1468496,14626944.5684927,41763728.554957,0.269925463337607,0.184529180075514,-1.25128785691764,-0.0853962832620922,-1.52121332025525,-1.43581703699316,0.0147298060542446,0.0179180101335789,True,,,,,,,SPO2352,K01406,,"Ca2+-binding protein, RTX toxin-related (PDB:1AF0) (PUBMED:15135544)",1,SPO_RS11935,0.0,
1557,2938,64409411.6239797,181628158.703975,170633386.366158,303198114.783196,-1.51685623119286,-1.42451584548057,-2.19496772331745,0.092340385712287,-0.678111492124589,-0.770451877836876,0.0147389843440227,0.0179295255642561,True,,,,,,,SPO2942,,,,1,SPO_RS14920,0.0,
1558,3610,52708906.3018993,137855389.197538,83812923.505919,186733984.1528,-1.38716663869352,-0.662073144566445,-1.76190099018314,0.725093494127083,-0.374734351489618,-1.0998278456167,0.0147469981640142,0.0179410409949332,True,,,0.0174,,,,SPO3611,,,,1,SPO_RS18300,0.0,
1559,3297,18316445.7679996,33075090.4874567,30813015.7875785,59708356.5315913,-0.872492589701984,-0.766623343518343,-1.66791646576926,0.10586924618364,-0.795423876067278,-0.901293122250919,0.0147503049070834,0.0179525564256103,True,,,,,,,SPO3301,,,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",1,SPO_RS16715,0.0,
1560,2034,120680771.440797,140539031.729047,169236512.234121,345985100.875315,-0.217769190980757,-0.481106513724885,-1.45272622033713,-0.263337322744128,-1.23495702935638,-0.971619706612251,0.0147582897699367,0.0179640718562874,True,,,0.0254,,,,SPO2032,,,"Uncharacterized conserved protein, DUF1330 family",1,SPO_RS10310,0.0,
1561,505,154126654.768944,95276121.0919275,152304975.351723,305476694.080656,0.683987690537275,0.00034230725244555,-0.945483838936262,-0.683645383284829,-1.62947152947353,-0.945826146188707,0.0147658952362239,0.0179755872869645,True,,,,,,,SPO0504,,,,1,SPO_RS22750,0.0,
1562,1325,1635086.02784989,3462958.79958465,3408612.15302186,7249422.92503936,-1.0700515280182,-1.05836955981564,-2.08795319883487,0.0116819682025592,-1.01790167081666,-1.02958363901922,0.0147833819184691,0.0179871027176416,True,,,,,,,SPO1325,,,Flavodoxin/ferredoxin--NADP reductase (Fpr) (PDB:3OZU),1,SPO_RS06755,0.0,
1563,976,26953513.6414537,23416751.2435693,22981459.2937162,52086339.1879012,0.196455004300801,0.2228691436061,-0.905332758283634,0.0264141393052987,-1.10178776258443,-1.12820190188973,0.0147891988995348,0.0179986181483187,True,,,,,,,SPO0977,,,"Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family (OCDMu) (PDB:2I99)",1,SPO_RS04910,0.0,
1564,3808,107380173.540468,355895907.768262,283530039.912663,456073043.86916,-1.75018795033088,-1.41834395505381,-2.05086558845517,0.331843995277068,-0.300677638124295,-0.632521633401363,0.0148171110488905,0.0180101335789958,True,0.0444,,0.0346,,,,SPO3806,K03664,,tmRNA-binding protein (SmpB) (PDB:1J1H) (PUBMED:26251518),1,SPO_RS19310,0.0,
1565,1031,26286978.9235532,293618025.413325,49459245.658564,91943527.9046325,-3.39215916481767,-0.918464983849475,-1.74765588226338,2.4736941809682,1.64450328255429,-0.829190898413905,0.0148209043264518,0.0180216490096729,True,,,,,,,SPO1032,,,,1,SPO_RS05195,0.0,
1566,3619,45310666.0450338,114204637.659883,64665714.3735817,102465598.515086,-1.3320514028075,-0.510894693297714,-1.11508490236807,0.821156709509793,0.216966500439429,-0.604190209070363,0.0148292723233443,0.01803316444035,True,0.0217,,,,,,SPO3620,,,"ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component (TauA) (PDB:2X26)",1,SPO_RS18340,0.0,
1567,3874,42617619.1298197,38000718.2897017,43023600.0763705,105739494.417166,0.161405580286746,-0.0171378922251399,-1.24382970375802,-0.178543472511886,-1.40523528404476,-1.22669181153288,0.0148327231877657,0.0180446798710271,True,,,0.0463,,,,SPO3872,K16899,,RecB family exonuclease (Slr0479)!!!Inactivated superfamily I helicase,1,SPO_RS19650,0.0,
1568,1038,2837250.80610353,3048025.10917779,3550311.00510939,7821542.0863246,-0.0810979857411631,-0.323389859708409,-1.40566808551066,-0.242291873967246,-1.3245700997695,-1.08227822580225,0.0148339844874358,0.0180561953017042,True,,,,,,,SPO1039,,,,1,SPO_RS05235,0.0,
1569,232,1983219.93274325,3185458.23131435,6285189.25862021,8355792.15577491,-0.671813397131984,-1.67009934406252,-2.0115302459361,-0.99828594693054,-1.33971684880411,-0.341430901873575,0.0148519376750923,0.0180677107323813,True,,,,,,,SPO0234,,,"Saccharopine dehydrogenase, NADP-dependent (Lys9) (PDB:1E5L)",1,SPO_RS01195,0.0,
1570,2434,3375254.52057253,7120713.47708764,7404387.09347735,9747004.52191609,-1.06758721719918,-1.11925664833376,-1.50310775152595,-0.0516694311345737,-0.435520534326773,-0.383851103192199,0.014865318379389,0.0180792261630584,True,,,,,,,SPO2437,K01799,"Nicotinate degradation, nicotinate => fumarate",Maleate cis-trans isomerase (PDB:2DGD),1,SPO_RS12380,0.0,
1571,2948,46723768.5799143,61595310.3841919,45627864.9459635,130266315.011666,-0.407314015344809,0.0279376157995443,-1.41688587153036,0.435251631144353,-1.00957185618555,-1.4448234873299,0.0148676004157396,0.0180907415937356,True,0.0367,,,0.019,,,SPO2952,K14445,,Di- and tricarboxylate antiporter (CitT) (PDB:4F35)!!!Na+/H+ antiporter NhaD or related arsenite permease (ArsB),1,SPO_RS14970,0.0,
1572,2380,7139410.9039752,9139396.44000722,11160235.6438567,21544019.2839907,-0.349322262992448,-0.64589209815049,-1.53186750829735,-0.296569835158042,-1.1825452453049,-0.885975410146866,0.0148682092835748,0.0181022570244127,True,,,,,,,SPO2380,K00249,beta-Oxidation,Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC),1,SPO_RS12075,0.0,
1573,595,3670268.14494821,3708898.17194392,7254348.30462673,6096859.67912674,-0.0171754099656347,-0.990607942087489,-0.681204346907218,-0.973432532121854,-0.664028936941583,0.30940359518027,0.0148691354510653,0.0181137724550898,True,,,,,,,SPO0593,K11690,,"TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)",1,SPO_RS02995,0.0,
1574,2769,264490912.614416,325704209.015871,275427034.756924,715105919.172201,-0.302275315282045,-0.0596582193288419,-1.36899221104603,0.242617095953203,-1.06671689576398,-1.30933399171719,0.0148696233224411,0.0181252878857669,True,,,0.0322,,,,SPO2774,K00336,"NADH:quinone oxidoreductase, prokaryotes",NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G) (NuoG) (PDB:1C4A),1,SPO_RS14090,1.0,NADH-DEHYDROG-A-RXN
1575,3737,40665157.026587,60909879.8746826,45884329.1157539,109881929.628596,-0.588356745961675,-0.182056707622862,-1.3888772371833,0.406300038338812,-0.800520491221625,-1.20682052956043,0.0149059444784815,0.018136803316444,True,,,0.0246,,,,SPO3736,,,Peroxiredoxin (AHP1) (PDB:1H4O),1,SPO_RS18960,0.0,
1576,2796,40823783.695564,41935317.1518409,36518897.1884344,99814904.7507007,-0.0391882148422375,0.159106757740101,-1.22220533460982,0.198294972582338,-1.18301711976758,-1.38131209234992,0.0149378473879571,0.0181483187471211,True,,,0.0458,,,,SPO2800,K02527,"KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type",3-deoxy-D-manno-octulosonic-acid transferase (KdtA) (PDB:2XCI),1,SPO_RS14225,2.0,"KDOTRANS-RXN, RXN-22248"
1577,529,30461725.794277,124020792.382253,107866324.104018,125453655.66846,-2.0512183777674,-1.85195014367407,-2.00791980959607,0.199268234093334,0.043298568171334,-0.155969665922,0.0149505112825118,0.0181598341777982,True,0.0181,0.0439,0.0168,,,,SPO0527,,,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",1,SPO_RS02660,0.0,
1578,2828,1724412.92013401,2056520.03068504,2244437.52334642,4258760.43673615,-0.229114189588909,-0.362655212142811,-1.27000182777485,-0.133541022553902,-1.04088763818595,-0.907346615632047,0.0149559732999596,0.0181713496084753,True,,,,,,,SPO2832,K02031,,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)",1,SPO_RS14385,0.0,
1579,564,33248759.3527965,77923312.8190956,51591588.7791665,133991954.019358,-1.22265936858398,-0.633032557715722,-1.93760103681787,0.589626810868264,-0.714941668233883,-1.30456847910214,0.0149685919395971,0.0181828650391524,True,,,0.0179,,,,SPO0562,,,,1,SPO_RS02835,0.0,
1580,2542,2979414.54306908,4236037.28254841,3956291.02467385,7635644.67939382,-0.505805819447875,-0.400569910217203,-1.31214281119556,0.105235909230671,-0.806336991747691,-0.911572900978363,0.0149688177284561,0.0181943804698295,True,,,,,,,SPO2545,K21395,,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)",1,SPO_RS12910,0.0,
1581,2193,5095419.81100417,5314981.39337905,6066786.47227277,18079814.857317,-0.0570184489639267,-0.248948701599349,-1.73660463279412,-0.191930252635422,-1.6795861838302,-1.48765593119478,0.0149984434996702,0.0182058959005066,True,,,,,,,SPO2191,K01468,"Histidine degradation, histidine => N-formiminoglutamate => glutamate",Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ),1,SPO_RS11105,1.0,IMIDAZOLONEPROPIONASE-RXN
1582,2404,4343678.50495804,4479093.07264502,6408059.27834234,9958994.13740675,-0.0441243517344922,-0.547027313007003,-1.15462509433391,-0.502902961272511,-1.11050074259942,-0.607597781326909,0.0150183234474054,0.0182174113311837,True,,,,,,,SPO2407,K07494,,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",0,,,
1583,913,49805216.2699508,67602898.4568197,82147768.7868194,169785481.674513,-0.439539864050573,-0.722601452902722,-1.69387218022074,-0.283061588852149,-1.25433231617016,-0.971270727318017,0.0150419342742929,0.0182289267618608,True,,,0.0214,,,,SPO0913,,,Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase (LdhA) (PDB:1DXY),1,SPO_RS04600,3.0,"RXN0-300, GLYCERATE-DEHYDROGENASE-RXN, HYDROXYPYRUVATE-REDUCTASE-RXN"
1584,1082,14294922.464032,55463304.5535284,40378315.3594227,57784578.8579939,-1.96999308804359,-1.50563383093093,-1.96266827614582,0.464359257112658,0.00732481189777445,-0.457034445214883,0.0150486362840838,0.018240442192538,True,,,,,,,SPO1082,K02167,,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)",1,SPO_RS05490,0.0,
1585,1439,3566852.61598973,7181636.39713758,3986011.66240273,11172249.3080048,-1.01333013301478,-0.161654402056786,-1.57902942329885,0.851675730958,-0.565699290284072,-1.41737502124207,0.0150531354470339,0.0182519576232151,True,,,,,,,SPO1436,K17735,,Acyl-CoA thioesterase FadM (FadM) (PDB:2FUJ)!!!3-hydroxyacyl-CoA dehydrogenase (FadB) (PDB:5ZQZ),1,SPO_RS07320,2.0,"CARNITINE-3-DEHYDROGENASE-RXN, RXN-22883"
1586,3434,16956899.2227077,15652880.0681571,15060555.6645465,52819795.9674757,0.119121900705202,0.169136573992791,-1.55150546784602,0.0500146732875883,-1.67062736855122,-1.72064204183881,0.0150561440205169,0.0182634730538922,True,,,,,,,SPO3437,K03442,,Small-conductance mechanosensitive channel MscK (MscK),1,SPO_RS17400,0.0,
1587,2052,33000557.3599426,23522098.5178098,25230909.7086495,51695290.9792645,0.489558644262213,0.385883949432038,-0.599930690581619,-0.103674694830175,-1.08948933484383,-0.985814640013657,0.0150731778137839,0.0182749884845693,True,,,,,,,SPO2050,,,"Usg protein (tryptophan operon, function unknown) (Usg)",1,SPO_RS10400,0.0,
1588,499,317658573.224043,229235120.355934,152801895.043826,638746503.206416,0.456910683598057,1.0419540227845,-0.943108866607385,0.585043339186448,-1.40001955020544,-1.98506288939189,0.015074537217589,0.0182865039152464,True,,,,,,,SPO0498,K02954,,Ribosomal protein S14 (RpsN) (PDB:4V4H),1,SPO_RS02515,0.0,
1589,1867,93434070.613818,89139042.5170792,88320949.4908877,226656932.686259,0.066916684180299,0.082036572770761,-1.2108264399025,0.0151198885904619,-1.2777431240828,-1.29286301267326,0.0150882000085176,0.0182980193459235,True,,,0.0468,,,,SPO1865,K00615,Pentose phosphate pathway (Pentose phosphate cycle),Transketolase (TktA) (PDB:1AY0),1,SPO_RS09480,2.0,"1TRANSKETO-RXN, 2TRANSKETO-RXN"
1590,331,225624667.004048,227405914.752129,237397868.964871,516404826.123432,-0.0372392126302116,-0.0823387985431267,-1.17061992214126,-0.045099585912915,-1.13338070951105,-1.08828112359813,0.0150895428246695,0.0183095347766006,True,,,,,,,SPO0333,,,,1,SPO_RS01695,0.0,
1591,1148,3494895.14143553,5438234.82194801,5438852.96782376,13680750.3960973,-0.614725828753531,-0.635259767304315,-1.89026186061356,-0.0205339385507841,-1.27553603186003,-1.25500209330925,0.0150911623652086,0.0183210502072777,True,,,,,,,SPO1147,K21395,,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)",1,SPO_RS05820,1.0,TRANS-RXN2K2G-1
1592,1446,399661032.806397,325196452.39957,322371852.813734,1015761290.28554,0.299042637325126,0.310076515254909,-1.26061127492694,0.0110338779297833,-1.55965391225207,-1.57068779018185,0.0150949306261302,0.0183325656379548,True,,,,,,,SPO1443,K11927,,Superfamily II DNA and RNA helicase (SrmB) (PDB:3RRM),1,SPO_RS07355,0.0,
1593,3067,29115272.6739566,48526032.1822491,39060031.8002883,97570160.9335072,-0.73465822768518,-0.423409102532282,-1.67538164468072,0.311249125152897,-0.940723416995542,-1.25197254214844,0.0151110526950682,0.0183440810686319,True,,,0.0213,,,,SPO3071,K01733,"Threonine biosynthesis, aspartate => homoserine => threonine",Threonine synthase (ThrC) (PDB:1VB3),1,SPO_RS15560,1.0,THRESYN-RXN
1594,900,93261049.4697833,73852091.7487756,78293811.2147087,197551940.202557,0.339413332359498,0.27565715731459,-1.02212380289893,-0.063756175044908,-1.36153713525843,-1.29778096021352,0.0151218093932002,0.018355596499309,True,,,,,,,SPO0900,K00958,"Assimilatory sulfate reduction, sulfate => H2S",Adenylylsulfate kinase or related kinase (CysC) (PDB:2GKS)!!!ATP sulfurylase (sulfate adenylyltransferase) (MET3) (PDB:1G8F),1,SPO_RS04535,3.0,"SULFATE-ADENYLYLTRANS-RXN, RXN-12720, ADENYLYLSULFKIN-RXN"
1595,3484,5140705.4617202,4242444.49606718,6239117.30846948,11230686.969549,0.257672467409626,-0.296271481822802,-1.0940080990662,-0.553943949232429,-1.35168056647583,-0.797736617243405,0.0151223828971641,0.0183671119299861,True,,,,,,,SPO3486,,,Glutathione S-transferase (GstA) (PDB:1A0F),1,SPO_RS17655,0.0,
1596,1918,40569577.0594305,44808477.2286294,42435656.1831057,98828225.498883,-0.151835408925776,-0.0726099776917834,-1.23419005175061,0.0792254312339935,-1.08235464282483,-1.16158007405883,0.0151313388800897,0.0183786273606632,True,,,,,,,SPO1917,K01669,,Deoxyribodipyrimidine photolyase (PhrB) (PDB:1TEZ),1,SPO_RS09730,0.0,
1597,2890,117976547.011679,70389075.4512634,71262772.4634391,211819362.232892,0.745326076296724,0.727110082987607,-0.766066341469187,-0.0182159933091163,-1.51139241776591,-1.49317642445679,0.0151362939043267,0.0183901427913403,True,,,,,,,SPO2894,K05560,,"Multisubunit Na+/H+ antiporter, MnhC subunit (MnhC) (PDB:6CFW)",1,SPO_RS14685,0.0,
1598,1317,81980722.1218281,99676503.1106914,114313025.552983,231635819.613272,-0.296582615383499,-0.491820947022883,-1.45221695689694,-0.195238331639384,-1.15563434151344,-0.96039600987406,0.015143531806823,0.0184016582220175,True,,,,,,,SPO1317,,,,1,SPO_RS06715,0.0,
1599,3246,43046271.4556661,55806387.7860543,52460046.5354998,121896103.717141,-0.371603106650816,-0.285039908445643,-1.43646233799319,0.0865631982051731,-1.06485923134237,-1.15142242954755,0.0151648226812026,0.0184131736526946,True,,,,,,,SPO3250,K03790,,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",1,SPO_RS16460,0.0,
1600,1134,41848960.56671,49654119.6443937,29155273.8050442,97224761.2409316,-0.248710366340098,0.519905324841982,-1.14498477351096,0.768615691182081,-0.896274407170864,-1.66489009835294,0.0151652088476704,0.0184246890833717,True,,,,,,,SPO1133,K02001,,"ABC-type proline/glycine betaine transport system, permease component (ProW)",1,SPO_RS05750,0.0,
1601,1324,9638645.48139249,11295252.9966179,5567592.72261588,31456018.5574738,-0.21462393143577,0.802813959055324,-1.60814563997115,1.01743789049109,-1.39352170853538,-2.41095959902647,0.0151680154186146,0.0184362045140488,True,,,,,,,SPO1324,K00799,,Glutathione S-transferase (GstA) (PDB:1A0F),1,SPO_RS06750,0.0,
1602,3514,28343789.5420961,35340920.0399346,38802692.6429302,83259621.7428777,-0.327387433891772,-0.460163459625615,-1.49880524184428,-0.132776025733843,-1.17141780795251,-1.03864178221866,0.0151730893877825,0.0184477199447259,True,,,,,,,SPO3515,,,"Ca2+-binding protein, RTX toxin-related (PDB:1AF0) (PUBMED:15135544)",1,SPO_RS22320,0.0,
1603,3723,2369588.88775994,8070234.99058438,7509524.82375657,10848285.458871,-1.77395844516582,-1.65574774420053,-2.14023195049296,0.118210700965285,-0.366273505327146,-0.484484206292432,0.0151814523654864,0.018459235375403,True,,,,,,,SPO3722,,,"DNA-binding transcriptional regulator, IscR family (IscR) (PDB:1XD7)",1,SPO_RS18890,0.0,
1604,1699,22347726.3641863,33009105.5888985,20254406.8681033,74785340.0928568,-0.563513129228166,0.141459291990262,-1.65325689166003,0.704972421218428,-1.08974376243187,-1.7947161836503,0.0151884691005213,0.0184707508060801,True,,,,,,,SPO1698,K01799,"Nicotinate degradation, nicotinate => fumarate",Maleate cis-trans isomerase (PDB:2DGD),1,SPO_RS08615,0.0,
1605,2082,301674344.294802,348455683.533599,384445371.136716,876683611.073595,-0.229580307227635,-0.372355468129182,-1.49416648272338,-0.142775160901546,-1.26458617549575,-1.1218110145942,0.0151949614464936,0.0184822662367572,True,,,0.029,,,,SPO2080,K03665,,50S ribosomal subunit-associated GTPase HflX (HflX) (PDB:2QTF) (PUBMED:22905870),1,SPO_RS10550,1.0,RXN0-5462
1606,3095,16668954.5237716,15658613.9681993,19435127.5590138,46479183.3088279,0.090414311359801,-0.223349969662212,-1.40344805954152,-0.313764281022013,-1.49386237090132,-1.18009808987931,0.0151993599077078,0.0184937816674343,True,,,,,,,SPO3099,K06953,,Metallophosphoesterase superfamily enzyme,1,SPO_RS15705,0.0,
1607,1656,5735789.14122039,6841412.04525021,4336536.97585159,18467676.3505261,-0.252366271558454,0.403750516807022,-1.59989959979554,0.656116788365476,-1.34753332823709,-2.00365011660256,0.0152101402082769,0.0185052970981114,True,,,,,,,SPO1655,,,,0,,,
1608,689,53687204.9005492,53769952.6556306,39451344.0575433,146347271.093002,-0.00210211190650966,0.442972049670626,-1.3631865154045,0.445074161577135,-1.36108440349799,-1.80615856507513,0.0152225625384603,0.0185168125287885,True,,,,,,,SPO0690,,,"Uncharacterized conserved protein, DUF1491 domain (PDB:2KNR)",1,SPO_RS03485,0.0,
1609,571,6661250.59373324,15507202.1719804,10391119.9838156,21888494.7882534,-1.2161959039429,-0.637773557511614,-1.65990184301807,0.578422346431285,-0.443705939075179,-1.02212828550646,0.015240454618149,0.0185283279594656,True,,,,,,,SPO0569,K03719,,"DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)",1,SPO_RS02870,0.0,
1610,3603,54451127.7029783,86798144.6879757,78554932.986207,165725215.482511,-0.676504238471476,-0.53416601928496,-1.55396416654294,0.142338219186516,-0.877459928071466,-1.01979814725798,0.0152444188424641,0.0185398433901427,True,,,0.0184,,,,SPO3604,K00824,,Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G),1,SPO_RS18260,1.0,D-ALANINE-AMINOTRANSFERASE-RXN
1611,2149,76974667.6208651,91265643.6212788,79131183.5104327,214097723.476895,-0.251085158099588,-0.0437812540408373,-1.41141800621747,0.207303904058751,-1.16033284811788,-1.36763675217664,0.0152447499796851,0.0185513588208199,True,,,,,,,SPO2147,K09975,,Various environmental stresses-induced protein Ves (function unknown) (Ves) (PDB:1YLL) (PUBMED:14499931),1,SPO_RS22205,0.0,
1612,1600,16880013.4057671,12215190.3068173,10111205.8329782,28686393.3030003,0.471016416289103,0.742492224679171,-0.697155281607234,0.271475808390068,-1.16817169789633,-1.4396475062864,0.0152517966146147,0.018562874251497,True,,,,,,,SPO1597,K01845,"Siroheme biosynthesis, glutamyl-tRNA => siroheme",Glutamate-1-semialdehyde aminotransferase (HemL) (PDB:2CFB),1,SPO_RS08125,1.0,GSAAMINOTRANS-RXN
1613,3772,114172932.371053,47488018.9908373,63145210.3885958,170055137.040007,1.26607462332501,0.86771600192214,-0.492833389138045,-0.398358621402877,-1.75890801246306,-1.36054939106018,0.0153395290141348,0.0185743896821741,True,,,,,,,SPO3770,K00266,,NADPH-dependent glutamate synthase beta chain or related oxidoreductase (GltD) (PDB:1H7X),1,SPO_RS19135,0.0,
1614,3582,48499585.5823251,63613825.8635939,56180624.2497646,141887003.612534,-0.391629622910905,-0.211728750510719,-1.48012444680476,0.179900872400185,-1.08849482389386,-1.26839569629405,0.0153511587620075,0.0185859051128512,True,,,,,,,SPO3583,K15973,,"DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)",1,SPO_RS18150,0.0,
1615,1329,223753894.797811,247168373.580574,145799918.432462,491554311.611709,-0.142433706843551,0.6201327545654,-1.06414651762734,0.762566461408951,-0.921712810783795,-1.68427927219274,0.0153519811396093,0.0185974205435283,True,,,,,,,SPO1329,K04088,,"Regulator of protease activity HflC, stomatin/prohibitin superfamily (HflC)",1,SPO_RS06775,0.0,
1616,3209,55153852.4530722,70232380.5576949,54975891.7347388,145363130.674259,-0.375741275779549,-0.0189579346548249,-1.36123692138045,0.356783341124725,-0.985495645600909,-1.34227898672563,0.015362887502692,0.0186089359742054,True,,,,,,,SPO3213,,,Uncharacterized membrane protein YeiH (YadS) (PDB:5WUC),1,SPO_RS16275,0.0,
